id,tarih,ürün,ürün besin değeri,ürün kategorisi,ürün üretim yeri,market,şehir
7685,2024-03-01,Mantar,16,sebze ve bakliyat,Yurt dışı,K,S
7686,2024-03-01,Marul,15,sebze ve bakliyat,Yurt dışı,K,S
7687,2024-03-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt dışı,K,S
7688,2024-03-01,Nohut,376,sebze ve bakliyat,Yurt dışı,K,S
7689,2024-03-01,Pancar,42,sebze ve bakliyat,Yurt dışı,K,S
7690,2024-03-01,Patates,83,sebze ve bakliyat,Yurt dışı,K,S
7691,2024-03-01,Patlıcan,24,sebze ve bakliyat,Yurt dışı,K,S
7692,2024-03-01,Pazı,27,sebze ve bakliyat,Yurt dışı,K,S
7693,2024-03-01,Pırasa,52,sebze ve bakliyat,Yurt dışı,K,S
7694,2024-03-01,Semizotu,32,sebze ve bakliyat,Yurt dışı,K,S
7695,2024-03-01,Buğday ekmeği,247,tahıl ve ürünleri,Yurt dışı,K,S
7696,2024-03-01,Bulgur,350,tahıl ve ürünleri,Yurt dışı,K,S
7697,2024-03-01,Erişte,390,tahıl ve ürünleri,Yurt dışı,K,S
7698,2024-03-01,Makarna,390,tahıl ve ürünleri,Yurt dışı,K,S
7699,2024-03-01,Mısır,351,tahıl ve ürünleri,Yurt dışı,K,S
7700,2024-03-01,Mısır unu,353,tahıl ve ürünleri,Yurt dışı,K,S
7701,2024-03-01,Nişasta,353,tahıl ve ürünleri,Yurt dışı,K,S
7702,2024-03-01,Pilav,368,tahıl ve ürünleri,Yurt dışı,K,S
7703,2024-03-01,Pirinç unu,353,tahıl ve ürünleri,Yurt dışı,K,S
7704,2024-03-01,Şehriye,390,tahıl ve ürünleri,Yurt dışı,K,S
7705,2024-03-01,Tarhana,329,tahıl ve ürünleri,Yurt dışı,K,S
7706,2024-03-01,Yulaf unu,402,tahıl ve ürünleri,Yurt dışı,K,S
7707,2024-03-01,yumurta,100,süt ürünleri ve kahvaltılık,Yurt dışı,K,S
7708,2024-03-01,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt dışı,K,S
7709,2024-03-01,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt dışı,K,S
7710,2024-03-01,krema,200,süt ürünleri ve kahvaltılık,Yurt dışı,K,S
7711,2024-03-01,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt dışı,K,S
7712,2024-03-01,sucuk,125,süt ürünleri ve kahvaltılık,Yurt dışı,K,S
7713,2024-03-01,salam,125,süt ürünleri ve kahvaltılık,Yurt dışı,K,S
7714,2024-03-01,sosis,120,süt ürünleri ve kahvaltılık,Yurt dışı,K,S
7715,2024-03-01,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt dışı,K,S
7716,2024-03-01,kaymak,350,süt ürünleri ve kahvaltılık,Yurt dışı,K,S
7717,2024-03-01,bal,400,süt ürünleri ve kahvaltılık,Yurt dışı,K,S
7718,2024-03-01,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt dışı,K,S
7719,2024-03-01,Armut,57,meyve,Yurt dışı,K,S
7720,2024-03-01,Çilek,39,meyve,Yurt dışı,K,S
7721,2024-03-01,Elma,52,meyve,Yurt dışı,K,S
7722,2024-03-01,Erik türleri,60,meyve,Yurt dışı,K,S
7723,2024-03-01,İncir,80,meyve,Yurt dışı,K,S
7724,2024-03-01,Karadut,93,meyve,Yurt dışı,K,S
7725,2024-03-01,Karpuz,24,meyve,Yurt dışı,K,S
7726,2024-03-01,Kavun,28,meyve,Yurt dışı,K,S
7727,2024-03-01,Kayısı,54,meyve,Yurt dışı,K,S
7728,2024-03-01,Kiraz,79,meyve,Yurt dışı,K,S
7729,2024-03-01,Limon,17,meyve,Yurt dışı,K,S
7730,2024-03-01,Mandalina,36,meyve,Yurt dışı,K,S
7731,2024-03-01,Muz,90,meyve,Yurt dışı,K,S
7732,2024-03-01,Nar,77,meyve,Yurt dışı,K,S
7733,2024-03-01,Portakal,41,meyve,Yurt dışı,K,S
7734,2024-03-01,Şeftali,49,meyve,Yurt dışı,K,S
7735,2024-03-01,Üzüm,74,meyve,Yurt dışı,K,S
7736,2024-03-01,Vişne,57,meyve,Yurt dışı,K,S
7737,2024-03-01,fındık,110,kuruyemiş,Yurt dışı,K,S
7738,2024-03-01,fıstık,115,kuruyemiş,Yurt dışı,K,S
7739,2024-03-01,kaju,100,kuruyemiş,Yurt dışı,K,S
7740,2024-03-01,badem,110,kuruyemiş,Yurt dışı,K,S
7741,2024-03-01,ceviz,120,kuruyemiş,Yurt dışı,K,S
7742,2024-03-01,kıyma,120,et,Yurt içi,C,S
7743,2024-03-01,tavuk,103,et,Yurt içi,C,S
7744,2024-03-01,hindi,160,et,Yurt içi,C,S
7745,2024-03-01,Bakla-kuru,354,sebze ve bakliyat,Yurt içi,C,S
7746,2024-03-01,Bakla-taze,72,sebze ve bakliyat,Yurt içi,C,S
7747,2024-03-01,Bamya,42,sebze ve bakliyat,Yurt içi,C,S
7748,2024-03-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt içi,C,S
7749,2024-03-01,Bezelye-taze,47,sebze ve bakliyat,Yurt içi,C,S
7750,2024-03-01,Biber-yeşil,25,sebze ve bakliyat,Yurt içi,C,S
7751,2024-03-01,Brüksel laha.,47,sebze ve bakliyat,Yurt içi,C,S
7752,2024-03-01,Domates,25,sebze ve bakliyat,Yurt içi,C,S
7753,2024-03-01,Enginar,63,sebze ve bakliyat,Yurt içi,C,S
7754,2024-03-01,Fasulye-kuru,333,sebze ve bakliyat,Yurt içi,C,S
7755,2024-03-01,Fasulye-taze,35,sebze ve bakliyat,Yurt içi,C,S
7756,2024-03-01,Havuç,42,sebze ve bakliyat,Yurt içi,C,S
7757,2024-03-01,Salatalık,8,sebze ve bakliyat,Yurt içi,C,S
7758,2024-03-01,Ispanak,25,sebze ve bakliyat,Yurt içi,C,S
7759,2024-03-01,Kabak,19,sebze ve bakliyat,Yurt içi,C,S
7760,2024-03-01,Karnabahar,25,sebze ve bakliyat,Yurt içi,C,S
7761,2024-03-01,Kereviz-baş,38,sebze ve bakliyat,Yurt içi,C,S
7762,2024-03-01,Kırmızı-pancar,42,sebze ve bakliyat,Yurt içi,C,S
7763,2024-03-01,Lahana,24,sebze ve bakliyat,Yurt içi,C,S
7764,2024-03-01,Mantar,16,sebze ve bakliyat,Yurt içi,C,S
7765,2024-03-01,Marul,15,sebze ve bakliyat,Yurt içi,C,S
7766,2024-03-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt içi,C,S
7767,2024-03-01,Nohut,376,sebze ve bakliyat,Yurt içi,C,S
7768,2024-03-01,Pancar,42,sebze ve bakliyat,Yurt içi,C,S
7769,2024-03-01,Patates,83,sebze ve bakliyat,Yurt içi,C,S
7770,2024-03-01,Patlıcan,24,sebze ve bakliyat,Yurt içi,C,S
7771,2024-03-01,Pazı,27,sebze ve bakliyat,Yurt içi,C,S
7772,2024-03-01,Pırasa,52,sebze ve bakliyat,Yurt içi,C,S
7773,2024-03-01,Semizotu,32,sebze ve bakliyat,Yurt içi,C,S
7774,2024-03-01,Buğday ekmeği,247,tahıl ve ürünleri,Yurt içi,C,S
7775,2024-03-01,Bulgur,350,tahıl ve ürünleri,Yurt içi,C,S
7776,2024-03-01,Erişte,390,tahıl ve ürünleri,Yurt içi,C,S
7777,2024-03-01,Makarna,390,tahıl ve ürünleri,Yurt içi,C,S
7778,2024-03-01,Mısır,351,tahıl ve ürünleri,Yurt içi,C,S
7779,2024-03-01,Mısır unu,353,tahıl ve ürünleri,Yurt içi,C,S
7780,2024-03-01,Nişasta,353,tahıl ve ürünleri,Yurt içi,C,S
7781,2024-03-01,Pilav,368,tahıl ve ürünleri,Yurt içi,C,S
7782,2024-03-01,Pirinç unu,353,tahıl ve ürünleri,Yurt içi,C,S
7783,2024-03-01,Şehriye,390,tahıl ve ürünleri,Yurt içi,C,S
7784,2024-03-01,Tarhana,329,tahıl ve ürünleri,Yurt içi,C,S
7785,2024-03-01,Yulaf unu,402,tahıl ve ürünleri,Yurt içi,C,S
7786,2024-03-01,yumurta,100,süt ürünleri ve kahvaltılık,Yurt içi,C,S
7787,2024-03-01,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt içi,C,S
7788,2024-03-01,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt içi,C,S
7789,2024-03-01,krema,200,süt ürünleri ve kahvaltılık,Yurt içi,C,S
7790,2024-03-01,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt içi,C,S
7791,2024-03-01,sucuk,125,süt ürünleri ve kahvaltılık,Yurt içi,C,S
7792,2024-03-01,salam,125,süt ürünleri ve kahvaltılık,Yurt içi,C,S
7793,2024-03-01,sosis,120,süt ürünleri ve kahvaltılık,Yurt içi,C,S
7794,2024-03-01,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt içi,C,S
7795,2024-03-01,kaymak,350,süt ürünleri ve kahvaltılık,Yurt içi,C,S
7796,2024-03-01,bal,400,süt ürünleri ve kahvaltılık,Yurt içi,C,S
7797,2024-03-01,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt içi,C,S
7798,2024-03-01,Armut,57,meyve,Yurt içi,C,S
7799,2024-03-01,Çilek,39,meyve,Yurt içi,C,S
7800,2024-03-01,Elma,52,meyve,Yurt içi,C,S
7801,2024-03-01,Erik türleri,60,meyve,Yurt içi,C,S
7802,2024-03-01,İncir,80,meyve,Yurt içi,C,S
7803,2024-03-01,Karadut,93,meyve,Yurt içi,C,S
7804,2024-03-01,Karpuz,24,meyve,Yurt içi,C,S
7805,2024-03-01,Kavun,28,meyve,Yurt içi,C,S
7806,2024-03-01,Kayısı,54,meyve,Yurt içi,C,S
7807,2024-03-01,Kiraz,79,meyve,Yurt içi,C,S
7808,2024-03-01,Limon,17,meyve,Yurt içi,C,S
7809,2024-03-01,Mandalina,36,meyve,Yurt içi,C,S
7810,2024-03-01,Muz,90,meyve,Yurt içi,C,S
7811,2024-03-01,Nar,77,meyve,Yurt içi,C,S
7812,2024-03-01,Portakal,41,meyve,Yurt içi,C,S
7813,2024-03-01,Şeftali,49,meyve,Yurt içi,C,S
7814,2024-03-01,Üzüm,74,meyve,Yurt içi,C,S
7815,2024-03-01,Vişne,57,meyve,Yurt içi,C,S
7816,2024-03-01,fındık,110,kuruyemiş,Yurt içi,C,S
7817,2024-03-01,fıstık,115,kuruyemiş,Yurt içi,C,S
7818,2024-03-01,kaju,100,kuruyemiş,Yurt içi,C,S
7819,2024-03-01,badem,110,kuruyemiş,Yurt içi,C,S
7820,2024-03-01,ceviz,120,kuruyemiş,Yurt içi,C,S
7821,2024-03-01,kıyma,120,et,Yurt dışı,C,S
7822,2024-03-01,tavuk,103,et,Yurt dışı,C,S
7823,2024-03-01,hindi,160,et,Yurt dışı,C,S
7824,2024-03-01,Bakla-kuru,354,sebze ve bakliyat,Yurt dışı,C,S
7825,2024-03-01,Bakla-taze,72,sebze ve bakliyat,Yurt dışı,C,S
7826,2024-03-01,Bamya,42,sebze ve bakliyat,Yurt dışı,C,S
7827,2024-03-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt dışı,C,S
7828,2024-03-01,Bezelye-taze,47,sebze ve bakliyat,Yurt dışı,C,S
7829,2024-03-01,Biber-yeşil,25,sebze ve bakliyat,Yurt dışı,C,S
7830,2024-03-01,Brüksel laha.,47,sebze ve bakliyat,Yurt dışı,C,S
7831,2024-03-01,Domates,25,sebze ve bakliyat,Yurt dışı,C,S
7832,2024-03-01,Enginar,63,sebze ve bakliyat,Yurt dışı,C,S
7833,2024-03-01,Fasulye-kuru,333,sebze ve bakliyat,Yurt dışı,C,S
7834,2024-03-01,Fasulye-taze,35,sebze ve bakliyat,Yurt dışı,C,S
7835,2024-03-01,Havuç,42,sebze ve bakliyat,Yurt dışı,C,S
7836,2024-03-01,Salatalık,8,sebze ve bakliyat,Yurt dışı,C,S
7837,2024-03-01,Ispanak,25,sebze ve bakliyat,Yurt dışı,C,S
7838,2024-03-01,Kabak,19,sebze ve bakliyat,Yurt dışı,C,S
7839,2024-03-01,Karnabahar,25,sebze ve bakliyat,Yurt dışı,C,S
7840,2024-03-01,Kereviz-baş,38,sebze ve bakliyat,Yurt dışı,C,S
7841,2024-03-01,Kırmızı-pancar,42,sebze ve bakliyat,Yurt dışı,C,S
7842,2024-03-01,Lahana,24,sebze ve bakliyat,Yurt dışı,C,S
7843,2024-03-01,Mantar,16,sebze ve bakliyat,Yurt dışı,C,S
7844,2024-03-01,Marul,15,sebze ve bakliyat,Yurt dışı,C,S
7845,2024-03-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt dışı,C,S
7846,2024-03-01,Nohut,376,sebze ve bakliyat,Yurt dışı,C,S
7847,2024-03-01,Pancar,42,sebze ve bakliyat,Yurt dışı,C,S
7848,2024-03-01,Patates,83,sebze ve bakliyat,Yurt dışı,C,S
7849,2024-03-01,Patlıcan,24,sebze ve bakliyat,Yurt dışı,C,S
7850,2024-03-01,Pazı,27,sebze ve bakliyat,Yurt dışı,C,S
7851,2024-03-01,Pırasa,52,sebze ve bakliyat,Yurt dışı,C,S
7852,2024-03-01,Semizotu,32,sebze ve bakliyat,Yurt dışı,C,S
7853,2024-03-01,Buğday ekmeği,247,tahıl ve ürünleri,Yurt dışı,C,S
7854,2024-03-01,Bulgur,350,tahıl ve ürünleri,Yurt dışı,C,S
7855,2024-03-01,Erişte,390,tahıl ve ürünleri,Yurt dışı,C,S
7856,2024-03-01,Makarna,390,tahıl ve ürünleri,Yurt dışı,C,S
7857,2024-03-01,Mısır,351,tahıl ve ürünleri,Yurt dışı,C,S
7858,2024-03-01,Mısır unu,353,tahıl ve ürünleri,Yurt dışı,C,S
7859,2024-03-01,Nişasta,353,tahıl ve ürünleri,Yurt dışı,C,S
7860,2024-03-01,Pilav,368,tahıl ve ürünleri,Yurt dışı,C,S
7861,2024-03-01,Pirinç unu,353,tahıl ve ürünleri,Yurt dışı,C,S
7862,2024-03-01,Şehriye,390,tahıl ve ürünleri,Yurt dışı,C,S
7863,2024-03-01,Tarhana,329,tahıl ve ürünleri,Yurt dışı,C,S
7864,2024-03-01,Yulaf unu,402,tahıl ve ürünleri,Yurt dışı,C,S
7865,2024-03-01,yumurta,100,süt ürünleri ve kahvaltılık,Yurt dışı,C,S
7866,2024-03-01,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt dışı,C,S
7867,2024-03-01,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt dışı,C,S
7868,2024-03-01,krema,200,süt ürünleri ve kahvaltılık,Yurt dışı,C,S
7869,2024-03-01,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt dışı,C,S
7870,2024-03-01,sucuk,125,süt ürünleri ve kahvaltılık,Yurt dışı,C,S
7871,2024-03-01,salam,125,süt ürünleri ve kahvaltılık,Yurt dışı,C,S
7872,2024-03-01,sosis,120,süt ürünleri ve kahvaltılık,Yurt dışı,C,S
7873,2024-03-01,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt dışı,C,S
7874,2024-03-01,kaymak,350,süt ürünleri ve kahvaltılık,Yurt dışı,C,S
7875,2024-03-01,bal,400,süt ürünleri ve kahvaltılık,Yurt dışı,C,S
7876,2024-03-01,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt dışı,C,S
7877,2024-03-01,Armut,57,meyve,Yurt dışı,C,S
7878,2024-03-01,Çilek,39,meyve,Yurt dışı,C,S
7879,2024-03-01,Elma,52,meyve,Yurt dışı,C,S
7880,2024-03-01,Erik türleri,60,meyve,Yurt dışı,C,S
7881,2024-03-01,İncir,80,meyve,Yurt dışı,C,S
7882,2024-03-01,Karadut,93,meyve,Yurt dışı,C,S
7883,2024-03-01,Karpuz,24,meyve,Yurt dışı,C,S
7884,2024-03-01,Kavun,28,meyve,Yurt dışı,C,S
7885,2024-03-01,Kayısı,54,meyve,Yurt dışı,C,S
7886,2024-03-01,Kiraz,79,meyve,Yurt dışı,C,S
7887,2024-03-01,Limon,17,meyve,Yurt dışı,C,S
7888,2024-03-01,Mandalina,36,meyve,Yurt dışı,C,S
7889,2024-03-01,Muz,90,meyve,Yurt dışı,C,S
7890,2024-03-01,Nar,77,meyve,Yurt dışı,C,S
7891,2024-03-01,Portakal,41,meyve,Yurt dışı,C,S
7892,2024-03-01,Şeftali,49,meyve,Yurt dışı,C,S
7893,2024-03-01,Üzüm,74,meyve,Yurt dışı,C,S
7894,2024-03-01,Vişne,57,meyve,Yurt dışı,C,S
7895,2024-03-01,fındık,110,kuruyemiş,Yurt dışı,C,S
7896,2024-03-01,fıstık,115,kuruyemiş,Yurt dışı,C,S
7897,2024-03-01,kaju,100,kuruyemiş,Yurt dışı,C,S
7898,2024-03-01,badem,110,kuruyemiş,Yurt dışı,C,S
7899,2024-03-01,ceviz,120,kuruyemiş,Yurt dışı,C,S
7900,2024-03-01,kıyma,120,et,Yurt içi,Y,S
7901,2024-03-01,tavuk,103,et,Yurt içi,Y,S
7902,2024-03-01,hindi,160,et,Yurt içi,Y,S
7903,2024-03-01,Bakla-kuru,354,sebze ve bakliyat,Yurt içi,Y,S
7904,2024-03-01,Bakla-taze,72,sebze ve bakliyat,Yurt içi,Y,S
7905,2024-03-01,Bamya,42,sebze ve bakliyat,Yurt içi,Y,S
7906,2024-03-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt içi,Y,S
7907,2024-03-01,Bezelye-taze,47,sebze ve bakliyat,Yurt içi,Y,S
7908,2024-03-01,Biber-yeşil,25,sebze ve bakliyat,Yurt içi,Y,S
7909,2024-03-01,Brüksel laha.,47,sebze ve bakliyat,Yurt içi,Y,S
7910,2024-03-01,Domates,25,sebze ve bakliyat,Yurt içi,Y,S
7911,2024-03-01,Enginar,63,sebze ve bakliyat,Yurt içi,Y,S
7912,2024-03-01,Fasulye-kuru,333,sebze ve bakliyat,Yurt içi,Y,S
7913,2024-03-01,Fasulye-taze,35,sebze ve bakliyat,Yurt içi,Y,S
7914,2024-03-01,Havuç,42,sebze ve bakliyat,Yurt içi,Y,S
7915,2024-03-01,Salatalık,8,sebze ve bakliyat,Yurt içi,Y,S
7916,2024-03-01,Ispanak,25,sebze ve bakliyat,Yurt içi,Y,S
7917,2024-03-01,Kabak,19,sebze ve bakliyat,Yurt içi,Y,S
7918,2024-03-01,Karnabahar,25,sebze ve bakliyat,Yurt içi,Y,S
7919,2024-03-01,Kereviz-baş,38,sebze ve bakliyat,Yurt içi,Y,S
7920,2024-03-01,Kırmızı-pancar,42,sebze ve bakliyat,Yurt içi,Y,S
7921,2024-03-01,Lahana,24,sebze ve bakliyat,Yurt içi,Y,S
7922,2024-03-01,Mantar,16,sebze ve bakliyat,Yurt içi,Y,S
7923,2024-03-01,Marul,15,sebze ve bakliyat,Yurt içi,Y,S
7924,2024-03-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt içi,Y,S
7925,2024-03-01,Nohut,376,sebze ve bakliyat,Yurt içi,Y,S
7926,2024-03-01,Pancar,42,sebze ve bakliyat,Yurt içi,Y,S
7927,2024-03-01,Patates,83,sebze ve bakliyat,Yurt içi,Y,S
7928,2024-03-01,Patlıcan,24,sebze ve bakliyat,Yurt içi,Y,S
7929,2024-03-01,Pazı,27,sebze ve bakliyat,Yurt içi,Y,S
7930,2024-03-01,Pırasa,52,sebze ve bakliyat,Yurt içi,Y,S
7931,2024-03-01,Semizotu,32,sebze ve bakliyat,Yurt içi,Y,S
7932,2024-03-01,Buğday ekmeği,247,tahıl ve ürünleri,Yurt içi,Y,S
7933,2024-03-01,Bulgur,350,tahıl ve ürünleri,Yurt içi,Y,S
7934,2024-03-01,Erişte,390,tahıl ve ürünleri,Yurt içi,Y,S
7935,2024-03-01,Makarna,390,tahıl ve ürünleri,Yurt içi,Y,S
7936,2024-03-01,Mısır,351,tahıl ve ürünleri,Yurt içi,Y,S
7937,2024-03-01,Mısır unu,353,tahıl ve ürünleri,Yurt içi,Y,S
7938,2024-03-01,Nişasta,353,tahıl ve ürünleri,Yurt içi,Y,S
7939,2024-03-01,Pilav,368,tahıl ve ürünleri,Yurt içi,Y,S
7940,2024-03-01,Pirinç unu,353,tahıl ve ürünleri,Yurt içi,Y,S
7941,2024-03-01,Şehriye,390,tahıl ve ürünleri,Yurt içi,Y,S
7942,2024-03-01,Tarhana,329,tahıl ve ürünleri,Yurt içi,Y,S
7943,2024-03-01,Yulaf unu,402,tahıl ve ürünleri,Yurt içi,Y,S
7944,2024-03-01,yumurta,100,süt ürünleri ve kahvaltılık,Yurt içi,Y,S
7945,2024-03-01,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt içi,Y,S
7946,2024-03-01,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt içi,Y,S
7947,2024-03-01,krema,200,süt ürünleri ve kahvaltılık,Yurt içi,Y,S
7948,2024-03-01,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt içi,Y,S
7949,2024-03-01,sucuk,125,süt ürünleri ve kahvaltılık,Yurt içi,Y,S
7950,2024-03-01,salam,125,süt ürünleri ve kahvaltılık,Yurt içi,Y,S
7951,2024-03-01,sosis,120,süt ürünleri ve kahvaltılık,Yurt içi,Y,S
7952,2024-03-01,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt içi,Y,S
7953,2024-03-01,kaymak,350,süt ürünleri ve kahvaltılık,Yurt içi,Y,S
7954,2024-03-01,bal,400,süt ürünleri ve kahvaltılık,Yurt içi,Y,S
7955,2024-03-01,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt içi,Y,S
7956,2024-03-01,Armut,57,meyve,Yurt içi,Y,S
7957,2024-03-01,Çilek,39,meyve,Yurt içi,Y,S
7958,2024-03-01,Elma,52,meyve,Yurt içi,Y,S
7959,2024-03-01,Erik türleri,60,meyve,Yurt içi,Y,S
7960,2024-03-01,İncir,80,meyve,Yurt içi,Y,S
7961,2024-03-01,Karadut,93,meyve,Yurt içi,Y,S
7962,2024-03-01,Karpuz,24,meyve,Yurt içi,Y,S
7963,2024-03-01,Kavun,28,meyve,Yurt içi,Y,S
7964,2024-03-01,Kayısı,54,meyve,Yurt içi,Y,S
7965,2024-03-01,Kiraz,79,meyve,Yurt içi,Y,S
7966,2024-03-01,Limon,17,meyve,Yurt içi,Y,S
7967,2024-03-01,Mandalina,36,meyve,Yurt içi,Y,S
7968,2024-03-01,Muz,90,meyve,Yurt içi,Y,S
7969,2024-03-01,Nar,77,meyve,Yurt içi,Y,S
7970,2024-03-01,Portakal,41,meyve,Yurt içi,Y,S
7971,2024-03-01,Şeftali,49,meyve,Yurt içi,Y,S
7972,2024-03-01,Üzüm,74,meyve,Yurt içi,Y,S
7973,2024-03-01,Vişne,57,meyve,Yurt içi,Y,S
7974,2024-03-01,fındık,110,kuruyemiş,Yurt içi,Y,S
7975,2024-03-01,fıstık,115,kuruyemiş,Yurt içi,Y,S
7976,2024-03-01,kaju,100,kuruyemiş,Yurt içi,Y,S
7977,2024-03-01,badem,110,kuruyemiş,Yurt içi,Y,S
7978,2024-03-01,ceviz,120,kuruyemiş,Yurt içi,Y,S
7979,2024-03-01,kıyma,120,et,Yurt dışı,Y,S
7980,2024-03-01,tavuk,103,et,Yurt dışı,Y,S
7981,2024-03-01,hindi,160,et,Yurt dışı,Y,S
7982,2024-03-01,Bakla-kuru,354,sebze ve bakliyat,Yurt dışı,Y,S
7983,2024-03-01,Bakla-taze,72,sebze ve bakliyat,Yurt dışı,Y,S
7984,2024-03-01,Bamya,42,sebze ve bakliyat,Yurt dışı,Y,S
7985,2024-03-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt dışı,Y,S
7986,2024-03-01,Bezelye-taze,47,sebze ve bakliyat,Yurt dışı,Y,S
7987,2024-03-01,Biber-yeşil,25,sebze ve bakliyat,Yurt dışı,Y,S
7988,2024-03-01,Brüksel laha.,47,sebze ve bakliyat,Yurt dışı,Y,S
7989,2024-03-01,Domates,25,sebze ve bakliyat,Yurt dışı,Y,S
7990,2024-03-01,Enginar,63,sebze ve bakliyat,Yurt dışı,Y,S
7991,2024-03-01,Fasulye-kuru,333,sebze ve bakliyat,Yurt dışı,Y,S
7992,2024-03-01,Fasulye-taze,35,sebze ve bakliyat,Yurt dışı,Y,S
7993,2024-03-01,Havuç,42,sebze ve bakliyat,Yurt dışı,Y,S
7994,2024-03-01,Salatalık,8,sebze ve bakliyat,Yurt dışı,Y,S
7995,2024-03-01,Ispanak,25,sebze ve bakliyat,Yurt dışı,Y,S
7996,2024-03-01,Kabak,19,sebze ve bakliyat,Yurt dışı,Y,S
7997,2024-03-01,Karnabahar,25,sebze ve bakliyat,Yurt dışı,Y,S
7998,2024-03-01,Kereviz-baş,38,sebze ve bakliyat,Yurt dışı,Y,S
7999,2024-03-01,Kırmızı-pancar,42,sebze ve bakliyat,Yurt dışı,Y,S
8000,2024-03-01,Lahana,24,sebze ve bakliyat,Yurt dışı,Y,S
8001,2024-03-01,Mantar,16,sebze ve bakliyat,Yurt dışı,Y,S
8002,2024-03-01,Marul,15,sebze ve bakliyat,Yurt dışı,Y,S
8003,2024-03-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt dışı,Y,S
8004,2024-03-01,Nohut,376,sebze ve bakliyat,Yurt dışı,Y,S
8005,2024-03-01,Pancar,42,sebze ve bakliyat,Yurt dışı,Y,S
8006,2024-03-01,Patates,83,sebze ve bakliyat,Yurt dışı,Y,S
8007,2024-03-01,Patlıcan,24,sebze ve bakliyat,Yurt dışı,Y,S
8008,2024-03-01,Pazı,27,sebze ve bakliyat,Yurt dışı,Y,S
8009,2024-03-01,Pırasa,52,sebze ve bakliyat,Yurt dışı,Y,S
8010,2024-03-01,Semizotu,32,sebze ve bakliyat,Yurt dışı,Y,S
8011,2024-03-01,Buğday ekmeği,247,tahıl ve ürünleri,Yurt dışı,Y,S
8012,2024-03-01,Bulgur,350,tahıl ve ürünleri,Yurt dışı,Y,S
8013,2024-03-01,Erişte,390,tahıl ve ürünleri,Yurt dışı,Y,S
8014,2024-03-01,Makarna,390,tahıl ve ürünleri,Yurt dışı,Y,S
8015,2024-03-01,Mısır,351,tahıl ve ürünleri,Yurt dışı,Y,S
8016,2024-03-01,Mısır unu,353,tahıl ve ürünleri,Yurt dışı,Y,S
8017,2024-03-01,Nişasta,353,tahıl ve ürünleri,Yurt dışı,Y,S
8018,2024-03-01,Pilav,368,tahıl ve ürünleri,Yurt dışı,Y,S
8019,2024-03-01,Pirinç unu,353,tahıl ve ürünleri,Yurt dışı,Y,S
8020,2024-03-01,Şehriye,390,tahıl ve ürünleri,Yurt dışı,Y,S
8021,2024-03-01,Tarhana,329,tahıl ve ürünleri,Yurt dışı,Y,S
8022,2024-03-01,Yulaf unu,402,tahıl ve ürünleri,Yurt dışı,Y,S
8023,2024-03-01,yumurta,100,süt ürünleri ve kahvaltılık,Yurt dışı,Y,S
8024,2024-03-01,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt dışı,Y,S
8025,2024-03-01,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt dışı,Y,S
8026,2024-03-01,krema,200,süt ürünleri ve kahvaltılık,Yurt dışı,Y,S
8027,2024-03-01,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt dışı,Y,S
8028,2024-03-01,sucuk,125,süt ürünleri ve kahvaltılık,Yurt dışı,Y,S
8029,2024-03-01,salam,125,süt ürünleri ve kahvaltılık,Yurt dışı,Y,S
8030,2024-03-01,sosis,120,süt ürünleri ve kahvaltılık,Yurt dışı,Y,S
8031,2024-03-01,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt dışı,Y,S
